# loss	max		min		avg
05	2.003353	0.998735	1.036342
10	2.003762	0.999170	1.105420
15	4.007892	0.999532	1.191405
20	4.006482	0.997180	1.241090
30	4.005989	0.999207	1.392858
40	7.012017	0.999622	1.481602

